7000 17148 
2217 5257 1
2217 6381 -1
2218 6548 -1
2218 4756 -1
2219 5396 -1
2219 5119 1
2219 6222 -1
2220 3217 1
2220 6114 -1
2220 4895 1
2220 3880 1
2220 6879 1
2221 3755 -1
2221 5792 1
2221 4564 -1
2221 4326 1
2221 5532 -1
2221 2482 1
2222 3603 -1
2222 2982 1
2222 3040 1
2222 4747 -1
2223 6190 -1
2223 6275 1
2223 3084 1
2223 2776 -1
2223 6373 -1
2224 4660 -1
2224 2588 -1
2225 3833 -1
2226 6246 1
2226 6315 -1
2226 4576 -1
2226 6075 1
2227 3757 -1
2227 5012 -1
2227 4096 1
2228 3675 1
2228 6491 1
2229 4409 1
2229 6472 1
2229 5892 1
2230 4003 1
2230 3618 1
2230 6187 -1
2231 6585 1
2232 4659 -1
2233 6172 1
2233 2258 1
2234 2955 1
2234 3526 -1
2234 6380 1
2235 5120 1
2235 6684 1
2235 4301 1
2235 4979 1
2236 3737 1
2236 5087 -1
2236 6212 1
2236 2976 1
2236 4747 -1
2237 2505 -1
2237 3182 -1
2237 6226 1
2237 6103 -1
2238 5583 -1
2238 6725 -1
2238 4193 1
2239 2637 -1
2239 5202 1
2239 3918 1
2239 6326 1
2239 2516 -1
2239 6716 1
2239 5121 -1
2240 2982 -1
2240 6433 1
2241 5018 -1
2241 4015 -1
2241 5186 1
2242 5320 1
2242 2673 1
2242 2627 -1
2242 4914 1
2243 4227 1
2244 6264 1
2244 6136 -1
2244 3622 1
2244 2297 1
2245 3851 1
2245 4890 1
2245 6102 1
2246 5587 -1
2246 4189 1
2246 2589 -1
2246 5438 -1
2247 2955 1
2247 6493 1
2247 3577 1
2247 6292 1
2248 2470 1
2248 2537 -1
2249 4532 1
2249 5076 -1
2249 5264 1
2249 3549 1
2250 2724 -1
2250 3959 1
2250 2854 1
2251 5154 -1
2251 4333 -1
2251 3312 1
2251 3948 -1
2251 5937 1
2252 6948 1
2252 3581 -1
2252 5406 1
2252 6164 -1
2252 5385 1
2253 6693 1
2253 4986 -1
2253 6048 -1
2254 2929 -1
2254 4220 1
2254 6608 -1
2254 5110 -1
2254 3597 -1
2254 2869 -1
2254 6367 1
2255 3203 -1
2255 3348 -1
2255 4812 1
2255 3630 -1
2256 2942 1
2256 3595 1
2256 4759 1
2256 6394 -1
2256 4690 -1
2257 5666 1
2257 5865 -1
2257 5245 1
2257 3944 1
2258 5761 1
2258 3593 -1
2258 4392 -1
2259 4264 1
2259 3603 -1
2259 6372 -1
2260 3672 1
2260 3968 -1
2260 3609 -1
2260 6499 -1
2261 5699 -1
2261 5033 -1
2261 4611 -1
2262 2953 -1
2262 2568 -1
2262 5843 1
2263 2927 -1
2263 3731 -1
2263 5703 1
2264 5024 -1
2264 6612 -1
2264 5395 1
2265 6256 -1
2265 2768 1
2265 5991 -1
2265 6980 1
2266 3140 1
2266 6306 -1
2266 4164 1
2267 2308 -1
2267 2913 -1
2267 4165 -1
2267 4802 -1
2270 6368 1
2270 6160 1
2270 6749 1
2271 3704 1
2271 4455 1
2271 6140 -1
2271 6850 -1
2272 6082 1
2273 2388 1
2273 2824 1
2274 2495 1
2274 6349 1
2274 3739 -1
2274 5611 -1
2275 6133 1
2275 4809 -1
2275 4771 1
2275 6593 -1
2275 6536 -1
2276 6494 1
2276 4438 -1
2276 6845 1
2277 4586 -1
2277 6544 1
2277 2623 1
2277 5783 -1
2277 4312 1
2278 3851 1
2278 3878 -1
2279 3516 1
2279 3395 -1
2280 3952 1
2281 4236 -1
2281 6661 1
2282 3910 1
2282 4757 -1
2282 6149 -1
2282 5742 1
2282 2617 -1
2282 3900 1
2282 3289 1
2283 2852 -1
2283 3219 1
2283 5759 1
2283 6511 1
2283 3198 -1
2283 4769 1
2284 3201 1
2284 6047 1
2284 6699 1
2284 5441 1
2284 4753 1
2285 5145 1
2285 4690 1
2285 4949 -1
2285 5289 1
2285 3730 -1
2286 4679 1
2286 5213 1
2286 2913 -1
2286 5993 -1
2286 2356 -1
2286 6739 -1
2286 5302 1
2286 6095 -1
2287 5658 -1
2287 2712 1
2287 5397 1
2288 3898 1
2288 5734 -1
2288 6416 -1
2288 3776 1
2289 5896 1
2289 4287 -1
2289 6793 -1
2290 2972 1
2290 3338 -1
2290 5188 1
2291 3794 1
2291 4541 -1
2291 5571 1
2292 2363 1
2292 6300 -1
2292 3132 -1
2292 2449 -1
2292 5418 1
2293 4635 1
2293 4461 -1
2294 4184 1
2294 2354 1
2294 5511 -1
2295 6970 1
2295 4226 1
2295 5647 1
2295 6923 -1
2296 2784 -1
2296 3163 1
2296 3720 -1
2296 2895 1
2297 6994 1
2297 6661 1
2298 5040 1
2299 5062 -1
2299 5997 1
2300 4574 1
2300 2585 -1
2301 2985 1
2302 2321 -1
2302 2862 1
2302 4116 1
2302 6042 -1
2302 3341 -1
2302 5032 -1
2302 4747 -1
2304 5699 -1
2304 5225 1
2304 6124 -1
2304 6613 1
2305 2469 -1
2305 3511 -1
2305 5968 1
2305 3951 1
2305 3139 1
2305 3605 1
2306 3719 1
2306 3046 1
2307 5398 1
2308 6356 -1
2308 6154 1
2309 3557 -1
2309 3173 1
2309 2755 1
2310 2971 -1
2310 5178 -1
2310 4885 -1
2310 4167 -1
2311 4611 1
2311 5702 -1
2312 3029 -1
2312 2685 -1
2312 2937 1
2312 6281 1
2313 6604 1
2313 3892 -1
2313 2979 1
2313 2822 -1
2314 5291 -1
2314 2943 -1
2314 5238 1
2315 6671 1
2315 4795 -1
2315 5248 1
2316 3388 1
2316 2555 -1
2316 6632 -1
2316 4808 1
2316 2537 1
2317 5383 1
2317 6346 -1
2317 6755 1
2318 4283 -1
2318 2868 -1
2318 3775 -1
2318 6497 -1
2319 6372 -1
2319 6868 -1
2319 2826 1
2320 3297 1
2321 2620 -1
2321 2863 -1
2321 5436 1
2321 6467 1
2322 4326 -1
2322 4072 -1
2322 2571 -1
2322 4651 -1
2322 4064 1
2322 6177 -1
2323 3707 1
2323 3429 1
2323 6181 -1
2323 3404 1
2324 6076 -1
2324 4992 1
2324 4729 1
2324 5657 -1
2324 4767 1
2324 2803 -1
2325 6147 -1
2325 6585 -1
2326 4796 -1
2327 5793 1
2327 5961 1
2327 6122 1
2327 2977 -1
2328 4953 1
2328 5012 1
2329 4990 -1
2329 4423 -1
2329 5522 1
2330 6223 -1
2330 5036 1
2330 5079 -1
2331 2384 -1
2331 2920 1
2331 4689 -1
2332 3524 -1
2332 5806 -1
2332 3263 1
2333 4834 1
2333 5662 -1
2334 3499 -1
2335 6389 -1
2335 5610 -1
2335 5237 -1
2335 3738 -1
2335 6084 1
2336 4620 1
2337 3114 -1
2337 4104 -1
2338 3472 -1
2338 2397 1
2338 6598 -1
2338 5098 -1
2338 4705 -1
2338 6578 1
2338 4106 -1
2339 3761 1
2339 4462 1
2339 2645 1
2340 6699 -1
2340 5254 -1
2340 4748 -1
2341 6089 -1
2341 2898 1
2341 4273 1
2341 5050 1
2342 4346 -1
2342 5900 -1
2342 4107 -1
2342 2612 -1
2343 6014 -1
2343 4635 -1
2344 6561 1
2344 3946 -1
2344 6532 1
2345 5616 -1
2345 6702 -1
2345 5046 1
2345 4286 -1
2345 5470 1
2345 6654 1
2345 6916 1
2346 5742 1
2346 2493 -1
2347 6796 1
2347 6160 -1
2347 4478 1
2347 5568 -1
2348 4048 1
2348 6708 -1
2348 2705 -1
2349 3316 1
2350 6851 1
2350 6689 -1
2350 3342 1
2350 6045 -1
2351 2548 1
2351 2739 -1
2351 4657 1
2351 2972 1
2351 3438 1
2352 2363 -1
2353 3354 -1
2353 4526 -1
2353 3417 -1
2353 4846 1
2353 4626 1
2354 4170 1
2354 4977 1
2354 2743 1
2354 2776 1
2355 4934 -1
2355 3006 -1
2356 4798 1
2356 3536 1
2357 3776 1
2357 3344 1
2357 6776 1
2358 5073 -1
2358 3043 1
2359 6648 -1
2360 2562 -1
2360 3559 1
2360 3038 1
2360 4355 -1
2360 4048 -1
2361 4323 1
2361 3192 1
2361 3066 -1
2361 6371 -1
2362 5167 1
2362 3093 1
2363 5356 1
2363 4278 -1
2363 3871 -1
2363 6996 1
2364 5282 1
2364 5144 -1
2364 5392 1
2364 5965 1
2365 4835 1
2365 3944 1
2365 6061 1
2365 3304 -1
2365 4563 1
2365 4721 -1
2366 5700 1
2366 5511 1
2367 2684 -1
2367 3972 -1
2367 3150 1
2368 4702 -1
2368 6029 -1
2368 6953 1
2369 3536 1
2369 5266 1
2369 6994 -1
2369 6091 -1
2370 6149 1
2370 5782 -1
2371 4673 -1
2371 5109 1
2371 4706 1
2371 6342 -1
2371 2566 1
2371 2811 -1
2372 4345 1
2372 3276 1
2372 3068 1
2372 3243 -1
2373 5689 1
2373 5189 1
2373 5769 -1
2374 6784 1
2374 5072 1
2375 5710 -1
2375 6814 1
2375 4593 1
2375 6367 1
2375 4853 1
2376 3457 -1
2377 4746 1
2377 6692 1
2377 3929 -1
2377 3685 -1
2377 3699 1
2378 4334 -1
2378 5259 1
2378 2394 1
2378 6169 -1
2379 5963 1
2379 3008 1
2379 5072 -1
2379 5442 1
2379 6091 -1
2379 3057 -1
2380 6218 1
2380 2741 1
2380 3456 -1
2380 3592 -1
2380 3134 1
2380 6651 -1
2381 6919 -1
2381 5974 1
2381 4454 -1
2381 3912 -1
2381 2985 -1
2381 4179 -1
2382 3812 -1
2382 6066 -1
2382 4839 1
2382 4811 -1
2383 4944 1
2383 3931 -1
2383 6139 -1
2384 4684 -1
2384 5675 -1
2384 2464 -1
2384 6135 1
2384 4572 1
2384 5252 -1
2385 2438 -1
2385 4076 -1
2385 2672 -1
2386 4130 1
2386 6774 1
2386 5083 1
2387 4892 1
2387 2855 1
2389 4989 -1
2390 6341 1
2390 5336 -1
2390 6453 -1
2391 5895 -1
2391 5156 -1
2391 5593 1
2391 6761 -1
2391 5193 1
2391 2898 1
2391 4767 1
2392 3980 -1
2392 3388 -1
2392 4848 1
2392 4909 1
2393 6502 1
2393 4004 1
2393 5239 1
2393 3134 1
2394 6391 1
2394 6006 -1
2394 3335 -1
2395 5746 1
2395 4774 -1
2395 5726 1
2396 5402 1
2396 2871 1
2396 3286 1
2396 6763 1
2396 3487 1
2397 4282 1
2397 3248 1
2397 6057 -1
2397 3304 1
2398 6944 1
2398 6194 1
2399 6398 -1
2399 5963 -1
2399 6157 -1
2399 5215 1
2400 3304 -1
2400 3873 -1
2400 5168 1
2400 3169 -1
2400 6309 -1
2400 5364 -1
2401 3339 -1
2401 3975 -1
2401 5727 -1
2402 3381 -1
2402 5879 -1
2402 5057 -1
2402 2937 -1
2402 2617 1
2402 5892 1
2402 4056 1
2403 6404 -1
2403 6935 -1
2403 5511 -1
2404 3546 -1
2405 4810 -1
2406 6023 1
2406 2468 1
2406 2461 -1
2407 2816 -1
2407 2495 -1
2407 5053 1
2407 4217 -1
2408 4570 -1
2408 6939 1
2408 6476 1
2408 3876 -1
2408 6480 -1
2409 4422 -1
2409 5420 1
2409 6945 1
2409 6874 1
2409 4616 -1
2409 3484 -1
2410 6237 1
2410 3849 1
2410 5818 -1
2410 3315 -1
2411 5437 -1
2411 3613 -1
2412 4539 -1
2413 5126 1
2413 5561 1
2413 5387 1
2413 4407 1
2413 5174 1
2414 3161 -1
2414 2948 1
2414 6661 -1
2415 5281 -1
2415 5619 1
2416 3983 1
2416 5959 1
2416 6284 -1
2416 5978 1
2416 4914 1
2417 4874 1
2417 4385 1
2417 6280 1
2418 2456 -1
2418 4016 1
2418 3739 -1
2419 3890 1
2419 2963 1
2419 6975 1
2419 5646 -1
2420 3865 1
2420 3866 -1
2421 5063 -1
2421 5241 -1
2422 3299 1
2422 5498 -1
2423 6988 1
2423 5368 1
2423 2666 1
2423 3363 1
2424 3940 -1
2424 6455 -1
2424 4857 -1
2424 2928 -1
2424 6574 1
2424 4403 1
2424 5540 1
2425 4577 -1
2425 3297 1
2426 2865 -1
2426 5262 1
2426 4814 -1
2426 5234 -1
2426 4463 1
2427 3719 1
2427 4642 -1
2427 2865 -1
2428 4168 -1
2428 6686 1
2429 4746 1
2429 3350 -1
2429 6615 1
2429 4764 1
2430 2572 1
2430 6892 1
2430 3097 -1
2430 3265 -1
2430 4856 1
2430 5309 -1
2430 3357 1
2430 6643 1
2431 2976 -1
2432 3323 -1
2433 6972 1
2433 6753 -1
2434 6201 -1
2434 4498 -1
2434 6930 -1
2435 6883 -1
2435 6139 -1
2435 2610 1
2435 3055 -1
2435 6832 -1
2435 2589 -1
2436 6613 -1
2436 4108 -1
2437 6060 1
2437 3380 -1
2438 3710 1
2438 4758 1
2438 6113 -1
2438 3852 1
2438 6049 1
2439 3297 -1
2439 4407 -1
2439 5747 1
2440 4285 1
2440 4290 -1
2440 6125 -1
2440 4444 -1
2441 4888 1
2441 3699 1
2441 6739 -1
2441 5480 1
2441 5722 1
2441 4427 1
2442 3014 1
2442 5457 1
2443 3114 -1
2443 3831 1
2443 6061 1
2443 6091 -1
2443 3745 1
2443 6103 -1
2444 5059 -1
2444 5324 -1
2445 2482 -1
2445 3619 1
2445 6463 1
2445 5647 1
2446 6903 1
2446 3858 -1
2446 6842 -1
2447 3870 1
2447 2936 -1
2447 6932 -1
2448 4924 -1
2448 6172 -1
2449 4008 1
2450 6004 -1
2450 6051 1
2451 6778 1
2451 4033 1
2451 4106 1
2452 5263 -1
2452 2863 1
2453 6931 1
2453 5643 -1
2453 2891 1
2453 3293 -1
2454 6369 1
2454 5633 -1
2454 6113 1
2454 3232 -1
2455 6591 1
2455 6083 -1
2456 6118 1
2456 6802 1
2457 3921 -1
2457 6380 1
2457 4593 1
2457 5737 1
2457 3998 -1
2459 5954 1
2459 6682 -1
2459 5084 1
2459 3519 1
2460 6514 1
2460 3419 -1
2460 4055 -1
2460 5325 1
2460 2828 -1
2461 4259 1
2461 6834 -1
2461 3292 1
2462 5640 1
2463 2891 1
2463 3700 1
2463 5463 -1
2463 3200 -1
2464 5079 -1
2464 4530 -1
2464 4878 -1
2464 6371 1
2465 5721 -1
2465 4576 -1
2466 6908 -1
2466 3801 1
2466 3412 -1
2467 4817 -1
2467 3104 -1
2467 5749 1
2467 6104 1
2468 5424 1
2468 6118 -1
2469 3243 1
2469 3748 -1
2470 4404 1
2471 2693 -1
2471 2472 -1
2472 3495 -1
2472 3143 1
2472 2844 1
2472 6121 1
2473 6654 1
2473 6411 1
2474 3265 1
2474 3916 1
2474 4792 -1
2475 6774 1
2475 3528 1
2475 6834 1
2476 6598 -1
2476 6834 -1
2476 6579 1
2477 6481 1
2477 4664 -1
2477 6575 -1
2478 5057 1
2478 4819 1
2479 5449 1
2479 4906 -1
2479 2746 1
2479 5576 -1
2480 3781 1
2480 3296 -1
2480 3967 1
2482 4301 -1
2482 4177 1
2483 6259 -1
2483 5987 1
2483 6356 -1
2483 6673 -1
2483 2835 -1
2483 6949 1
2484 5517 -1
2484 4672 1
2484 5211 -1
2484 5314 -1
2484 3909 -1
2485 5999 1
2485 3483 -1
2485 3183 -1
2485 4369 1
2485 3707 -1
2485 2882 1
2486 6046 -1
2487 4806 -1
2487 4849 1
2488 4732 1
2489 3992 1
2489 4021 1
2489 6603 1
2489 2583 -1
2489 6509 -1
2489 4217 -1
2489 4282 1
2490 6542 -1
2490 3773 1
2490 4734 1
2491 3152 1
2491 5302 -1
2492 6788 1
2492 5989 1
2492 3376 -1
2492 3732 1
2492 3252 -1
2492 2708 -1
2493 6579 1
2494 3606 -1
2494 5223 1
2494 4644 -1
2494 2850 1
2494 3614 -1
2494 5181 -1
2495 5429 1
2495 3494 -1
2496 2656 -1
2496 4728 -1
2496 6939 -1
2496 4554 -1
2497 6160 1
2497 2886 -1
2497 2612 -1
2497 6722 -1
2498 5807 1
2498 5566 -1
2498 5442 1
2499 3104 1
2499 6518 -1
2499 5449 1
2500 2676 -1
2500 4656 1
2500 4299 1
2500 5665 -1
2501 6035 -1
2502 3038 1
2502 6586 1
2502 6447 1
2503 4119 -1
2503 5748 -1
2504 2961 1
2504 6191 -1
2505 3932 1
2505 4050 -1
2505 6326 -1
2506 6376 1
2507 2769 1
2507 3583 -1
2507 5132 -1
2507 4001 -1
2508 5228 1
2508 4133 1
2508 3442 -1
2508 5960 -1
2508 4803 1
2509 6860 1
2509 3170 1
2509 5090 1
2510 5504 1
2510 4486 -1
2511 5231 -1
2511 3461 1
2512 3805 -1
2512 6422 -1
2512 4902 -1
2513 6318 -1
2513 5921 1
2513 6938 1
2513 2965 1
2513 5866 -1
2513 5501 -1
2513 3841 -1
2513 4571 -1
2514 6338 -1
2514 6288 -1
2514 4772 1
2515 6962 1
2515 5590 1
2515 3076 -1
2516 4322 1
2516 4240 -1
2516 5888 -1
2516 6841 1
2517 6173 1
2517 2551 -1
2517 3386 1
2518 5567 1
2518 6367 -1
2518 4997 1
2518 6395 -1
2518 5842 -1
2518 5074 1
2519 6913 1
2519 5974 1
2519 5720 -1
2520 4813 -1
2520 3016 -1
2520 6206 -1
2520 5524 -1
2520 5362 -1
2520 5311 -1
2520 4879 1
2520 3631 -1
2520 4177 -1
2521 2790 1
2521 4543 -1
2521 3244 1
2521 6048 -1
2521 2551 -1
2521 5996 1
2522 4672 -1
2522 5247 1
2523 3675 -1
2523 5906 1
2523 5477 1
2524 5859 -1
2524 5551 1
2524 4887 -1
2524 3199 1
2524 4754 -1
2525 6807 1
2525 6588 1
2525 5542 -1
2525 3095 1
2526 4397 1
2526 3240 -1
2526 6743 -1
2526 6659 -1
2527 5992 1
2528 3639 1
2528 6968 -1
2528 4052 -1
2528 4692 -1
2529 3012 -1
2529 4279 1
2529 3145 -1
2530 3759 1
2530 4547 -1
2531 2883 1
2531 5060 -1
2531 5034 -1
2532 5057 -1
2532 5531 1
2533 4119 -1
2533 6475 1
2534 3668 -1
2534 3794 1
2535 4229 -1
2535 3158 1
2535 5775 -1
2535 4680 -1
2535 2881 -1
2535 4132 1
2535 4658 1
2536 3748 1
2536 5026 -1
2536 3948 -1
2537 4897 -1
2537 6633 1
2538 3408 -1
2538 6271 -1
2538 6008 1
2538 4315 -1
2538 4063 1
2539 3351 1
2539 4171 1
2539 4891 -1
2539 4143 1
2540 6718 -1
2540 4070 -1
2540 4923 -1
2540 5723 -1
2540 5962 -1
2540 3502 1
2541 3236 -1
2541 4907 1
2541 6880 -1
2541 5796 1
2541 5479 -1
2543 6688 -1
2543 5533 1
2543 4736 -1
2543 4006 1
2544 5188 1
2544 6356 -1
2546 3870 -1
2546 2805 -1
2546 2642 1
2546 5663 -1
2546 3012 1
2547 5335 1
2547 6814 1
2547 3303 1
2547 4614 1
2547 6094 -1
2548 2706 1
2548 3199 -1
2548 6809 -1
2549 3589 -1
2550 5976 -1
2550 3499 1
2550 6659 1
2550 4402 1
2550 5351 1
2551 3452 1
2552 6518 -1
2552 5401 1
2553 3351 -1
2553 5540 1
2553 3993 -1
2553 6154 1
2554 6874 1
2554 4747 -1
2554 6611 -1
2554 5302 1
2554 3763 -1
2555 3372 1
2555 6502 -1
2555 5701 -1
2556 4484 1
2556 5866 1
2556 4836 1
2556 2740 -1
2557 5475 -1
2558 3232 1
2559 5600 1
2559 3598 -1
2559 5007 1
2559 3562 1
2559 5538 1
2559 3459 1
2560 3056 1
2560 5594 -1
2560 2586 1
2561 3321 1
2561 4869 1
2562 6855 -1
2562 2698 1
2563 4828 1
2563 5425 -1
2563 4637 -1
2564 5154 -1
2564 3051 1
2564 5125 -1
2564 2655 -1
2565 5450 1
2565 6529 1
2565 2593 -1
2566 5714 1
2566 2708 1
2566 5939 -1
2566 4380 1
2567 5500 -1
2567 5546 1
2568 6936 -1
2568 3684 1
2569 3748 1
2569 3739 1
2569 4698 1
2569 2670 -1
2570 6719 -1
2570 4111 -1
2570 3313 -1
2570 3838 -1
2571 6809 -1
2572 3479 -1
2573 4919 1
2573 5922 1
2573 5451 -1
2573 5772 1
2573 4217 -1
2574 6176 -1
2575 5564 1
2575 4980 -1
2575 3548 1
2575 3039 1
2575 4718 1
2576 4492 1
2576 4562 1
2577 4417 -1
2577 5351 -1
2577 6976 1
2577 3613 1
2578 3335 -1
2578 3628 -1
2579 6785 1
2579 5771 1
2580 5699 -1
2580 3140 -1
2581 5295 1
2582 5126 -1
2582 2824 1
2582 4903 -1
2583 4783 -1
2583 6581 -1
2583 3264 1
2584 4464 1
2585 6806 -1
2585 3558 -1
2585 5469 -1
2585 4216 -1
2586 6924 1
2586 6693 1
2586 5712 1
2586 2627 1
2587 5789 1
2587 6197 -1
2587 6553 1
2588 6765 1
2588 5175 -1
2588 6923 -1
2588 2776 -1
2589 3780 1
2590 4311 -1
2590 3689 1
2591 5562 1
2591 3296 1
2591 2818 1
2592 4700 -1
2592 4443 1
2592 5518 -1
2592 4891 -1
2593 5859 1
2593 5225 -1
2593 2726 1
2593 4844 -1
2593 3985 -1
2593 4958 -1
2594 3096 1
2594 2661 -1
2595 6870 1
2595 4050 -1
2595 5837 -1
2596 4223 -1
2596 6601 -1
2596 5826 1
2597 4850 1
2597 5761 -1
2598 4130 -1
2598 4419 -1
2599 4517 -1
2599 3209 1
2599 2810 -1
2599 3303 -1
2600 2657 -1
2600 4334 1
2601 2682 -1
2602 3842 -1
2603 6989 -1
2604 5017 -1
2604 3249 -1
2605 5409 1
2606 4536 1
2607 3891 1
2607 5405 -1
2607 5676 1
2608 4132 1
2609 3361 1
2609 5018 -1
2609 5126 1
2610 2758 -1
2611 3875 1
2611 4373 -1
2611 5724 -1
2612 5700 1
2612 5589 -1
2612 6849 -1
2613 4198 -1
2613 4672 1
2613 3239 1
2615 3108 1
2615 2774 -1
2615 4141 -1
2615 6936 -1
2616 3935 1
2616 6081 1
2616 5236 -1
2617 3462 -1
2617 4651 -1
2619 3381 -1
2619 6809 -1
2620 5049 1
2620 6321 1
2621 3963 -1
2621 4367 -1
2621 5693 1
2621 6524 -1
2622 6377 1
2623 3525 1
2623 6780 -1
2623 5171 1
2625 3229 1
2625 4924 -1
2625 4062 -1
2625 6447 -1
2626 3647 1
2626 6300 1
2626 4491 1
2626 4352 1
2627 3624 1
2627 4616 -1
2627 6840 1
2627 6654 -1
2628 4300 1
2628 5860 -1
2629 6385 1
2629 5641 1
2629 5285 1
2629 2902 -1
2629 4351 -1
2630 3163 -1
2631 6771 1
2631 4425 1
2631 4855 -1
2631 3264 -1
2631 6509 -1
2631 4895 -1
2632 4678 -1
2632 6854 -1
2632 6108 1
2632 5721 -1
2633 4731 1
2633 4393 1
2633 2667 1
2633 5084 1
2633 5349 1
2634 4392 -1
2634 3744 1
2635 4920 -1
2636 3126 1
2636 5783 1
2636 6468 1
2636 5270 -1
2637 4844 1
2637 5520 1
2637 3586 1
2638 4215 -1
2638 4462 1
2638 4478 1
2638 2823 -1
2639 3551 1
2639 5216 -1
2639 4223 -1
2640 2644 1
2640 6907 1
2640 4659 1
2640 7000 1
2641 4114 1
2641 4465 -1
2641 3585 1
2642 6610 1
2642 4072 1
2643 6336 1
2643 3617 1
2644 6888 -1
2645 4777 1
2645 4814 -1
2646 5703 1
2646 6396 1
2646 3952 1
2647 4972 1
2647 6930 -1
2647 3163 1
2648 3320 -1
2648 6214 -1
2648 5298 -1
2648 6172 1
2649 3682 -1
2650 5961 1
2651 6576 -1
2652 4910 -1
2652 6080 1
2653 4838 -1
2653 5958 1
2653 3255 -1
2654 6324 -1
2655 5699 -1
2656 4919 -1
2656 6089 1
2656 4140 1
2656 3476 1
2656 4567 1
2657 5006 -1
2657 3738 1
2657 3947 -1
2658 3466 1
2658 6664 1
2658 2996 -1
2659 6406 -1
2660 5613 1
2661 4631 -1
2661 6107 -1
2661 3929 -1
2661 2674 1
2662 6460 -1
2662 5800 -1
2662 4326 1
2663 2983 -1
2663 4721 1
2664 4764 1
2664 5245 -1
2665 6085 1
2666 6781 1
2667 3342 -1
2667 6080 -1
2667 6392 -1
2668 4761 -1
2668 3142 -1
2669 3094 -1
2669 2955 -1
2669 4753 -1
2669 2847 -1
2669 3045 1
2670 5548 -1
2670 6507 1
2670 6941 -1
2671 5486 1
2671 4306 -1
2672 6659 -1
2672 3582 1
2672 5536 1
2673 3790 -1
2673 2922 -1
2673 5888 -1
2674 3514 1
2674 3106 -1
2674 6220 -1
2675 2986 -1
2676 4984 1
2676 5219 1
2677 6852 1
2677 4184 1
2677 6795 1
2677 3623 -1
2678 6908 1
2678 4717 -1
2679 3775 -1
2679 3861 1
2679 3797 -1
2681 4506 1
2682 4481 -1
2683 2875 -1
2683 5408 -1
2683 3429 1
2684 3837 -1
2684 6909 1
2684 5003 1
2685 6911 -1
2685 3269 -1
2685 4114 -1
2685 4853 1
2685 3324 1
2686 6699 -1
2687 6438 1
2687 6592 1
2687 6924 -1
2688 5439 1
2688 5022 1
2689 4369 1
2689 6597 1
2690 5052 -1
2690 3138 -1
2690 4288 1
2690 4305 -1
2690 3285 1
2691 5270 1
2691 4936 -1
2692 5209 1
2692 4870 1
2692 4595 1
2693 6017 1
2693 4467 -1
2693 5825 1
2693 6580 -1
2694 3967 1
2694 4263 -1
2694 4958 -1
2694 5057 -1
2695 6747 -1
2695 3795 -1
2695 3455 -1
2695 4450 -1
2697 6039 1
2697 3291 1
2697 6540 -1
2697 3492 -1
2697 5027 1
2697 5697 -1
2697 4029 1
2698 5316 1
2698 3227 -1
2698 4399 -1
2698 6666 1
2699 4648 -1
2699 6741 1
2699 6642 1
2700 4243 1
2700 3608 1
2700 4508 -1
2700 6855 -1
2701 2937 1
2701 5738 1
2702 5322 -1
2702 3317 1
2702 4692 -1
2702 5343 1
2702 6640 1
2703 6426 1
2704 6177 -1
2704 4293 1
2704 5750 -1
2705 3635 1
2705 4754 -1
2705 6681 1
2705 6647 -1
2705 5525 1
2706 5510 1
2706 5052 -1
2706 6448 1
2707 3709 1
2707 3830 1
2707 6549 1
2707 5574 1
2707 2891 -1
2707 5856 -1
2708 3154 -1
2708 2759 -1
2708 4931 1
2709 3125 -1
2709 6524 -1
2709 5862 -1
2710 6075 1
2710 3611 1
2710 4426 -1
2711 6419 -1
2711 6332 -1
2712 5559 1
2713 3012 -1
2713 5407 1
2713 5087 1
2714 5451 1
2715 3481 1
2715 3707 1
2715 6917 -1
2716 2940 -1
2716 3552 1
2716 4141 -1
2716 4799 1
2717 5788 1
2717 6394 1
2717 6490 -1
2717 5295 1
2718 5684 1
2718 2906 -1
2718 3749 -1
2718 6965 -1
2718 6305 1
2718 6365 1
2719 4797 1
2720 3088 1
2720 5541 1
2720 4395 1
2720 3757 1
2720 4676 -1
2721 4332 1
2721 6293 1
2721 5611 1
2722 5198 -1
2722 4632 -1
2722 2949 -1
2723 6000 -1
2723 5794 1
2724 5878 1
2724 5344 1
2725 2884 1
2725 4244 -1
2726 2917 -1
2726 6460 -1
2726 5686 -1
2726 5434 1
2726 2886 -1
2727 5000 1
2727 5158 -1
2727 6350 1
2728 6274 -1
2728 4332 -1
2729 4310 -1
2729 4236 -1
2729 4455 -1
2729 5344 1
2729 4538 -1
2729 3439 -1
2730 6281 1
2730 3227 -1
2730 2838 1
2731 3019 -1
2732 4865 1
2732 6120 -1
2732 6901 -1
2732 6997 1
2732 5893 1
2732 5273 1
2732 5937 -1
2733 3251 1
2733 6196 -1
2734 4091 1
2735 6100 -1
2735 3214 -1
2735 3720 1
2735 5812 1
2735 6057 1
2735 5663 -1
2736 2868 -1
2736 4876 -1
2736 5261 1
2736 5567 1
2738 4743 1
2738 4822 1
2739 5532 1
2739 4741 -1
2739 4502 1
2740 6130 -1
2740 4536 1
2740 4198 -1
2740 3219 1
2740 3746 1
2741 5254 -1
2741 5891 1
2741 5037 -1
2741 3763 1
2742 3916 1
2742 3180 1
2743 5087 1
2743 3739 1
2743 5823 1
2743 6008 1
2744 4918 1
2744 6373 1
2745 4291 -1
2745 6287 -1
